"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling","weighted.JAN_DB","weighted.FEB_DB","weighted.MAR_DB","weighted.APR_DB","weighted.MAY_DB","weighted.JUN_DB","weighted.JUL_DB","weighted.AUG_DB","weighted.SEP_DB","weighted.OCT_DB","weighted.NOV_DB","weighted.DEC_DB","weighted.JAN_WB","weighted.FEB_WB","weighted.MAR_WB","weighted.APR_WB","weighted.MAY_WB","weighted.JUN_WB","weighted.JUL_WB","weighted.AUG_WB","weighted.SEP_WB","weighted.OCT_WB","weighted.NOV_WB","weighted.DEC_WB","weighted.JAN_WS","weighted.FEB_WS","weighted.MAR_WS","weighted.APR_WS","weighted.MAY_WS","weighted.JUN_WS","weighted.JUL_WS","weighted.AUG_WS","weighted.SEP_WS","weighted.OCT_WS","weighted.NOV_WS","weighted.DEC_WS","Latitude","Longitude","State","County","JanWT_pred","FebWT_pred","MarWT_pred","AprWT_pred","MayWT_pred","JunWT_pred","JulWT_pred","AugWT_pred","SepWT_pred","OctWT_pred","NovWT_pred","DecWT_pred"
3396,1842802,1179534,1110591,943964,206854,1848371,1976868,2026788,717607,878,5727,560445,100,"river",3,1,11,16,22,26,26,25,23,16,13,12,1,-2,8,12,17,21,22,21,18,13,9,9,4,5,4,4,3,3,3,2,2,3,3,3,36.0211,-84.1567,"TN","Anderson",6.800607643,5.065797188,6.470164785,11.30420657,16.78263619,15.4260497,11.74627627,15.19549551,19.05774041,16.66075012,13.43643743,12.44214357
3399,8100857,7458893,6419450,7023795,3729126,8154474,8341293,8512314,7171420,4292087,3845775,2728064,100,"river",2,-1,9,16,20,25,27,24,23,16,12,10,0,-3,7,13,17,22,23,20,18,12,9,8,7,9,7,8,6,6,5,4,4,6,7,8,36.3903,-87.6539,"TN","Stewart",6.556126402,5.014013137,8.830878856,14.6942238,19.88179772,24.06619691,24.9537913,25.89077532,24.90440235,17.69011136,14.52249531,12.50786055
3403,2722367,2080360,1480764,1016112,2042048,2094645,2725766,2479855,2151823,1639798,1072489,1230511,100,"river",2,-1,10,16,21,25,27,25,23,16,13,11,0,-3,7,13,17,21,23,20,18,13,10,9,7,9,6,7,6,5,5,4,4,6,6,7,36.3156,-86.4006,"TN","Sumner",6.625248955,5.350840089,8.245504052,13.26571201,19.00655067,21.57788906,22.75722856,23.42046305,22.92010042,18.43131604,15.71686828,12.8961979
3406,1309884,1250195,1325531,997382,1039335,1049392,1039346,1134629,926995,963485,991730,1147009,100,"river",3,0,9,16,21,25,27,24,23,16,13,11,1,-3,7,13,17,22,24,20,18,13,10,9,7,9,7,8,6,6,5,4,4,6,6,7,36.0278,-87.9861,"TN","Humphreys",6.996887984,5.413637082,9.667136182,15.15847949,20.34176825,24.53750944,26.15592889,26.12063925,24.64573441,17.1878038,14.19181994,12.3609739
3407,3057588,2719521,1018904,0,2756813,3065162,3526984,3431982,2700271,461085,1114150,438172,100,"river",3,1,11,17,22,26,27,25,23,16,13,12,1,-2,8,13,17,21,23,21,19,13,10,10,5,6,5,5,4,4,4,3,3,3,3,4,35.8992,-84.5194,"TN","Roane",5.590457842,4.564505836,8.313411905,13.84783379,18.34164335,25.09391958,22.72059127,20.8309387,19.83074166,18.70126467,14.38505155,11.25786739
3443,12037,78267,184806,86282.5,133165,103697,120842,134329,89793.5,116952.5,22822.5,82460.5,50,"river",11,13,17,22,25,28,29,29,27,24,18,15,8,10,15,20,23,24,25,25,23,20,16,14,9,10,9,10,12,8,10,8,7,9,9,9,28.7883,-97.01,"TX","Victoria",13.52660102,16.08260774,18.85546751,23.45512686,26.13718886,28.56243095,29.85524295,30.43857763,28.59778042,24.9842786,20.90279356,17.15685512
3478,479256.03,261395.64,250270.02,228783.06,278351.37,336395.07,795954.06,881674.2,450353.97,32809.59,147566.43,253149.93,99,"river",7,6,13,19,23,27,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,12,10,7,8,6,8,7,6,7,6,5,6,6,7,32.848163,-94.547986,"TX","Marion",9.03605114,9.893763383,14.44195748,20.91338673,23.66029051,26.59751932,28.83363047,28.60727712,26.56253187,21.86116138,16.84149397,12.79962216
3559,303.45,58.85,77.15,0,0,44.2,1598.85,1276.35,1179.45,857.05,0,212.55,5,"river",15,16,19,25,28,29,30,31,29,26,22,19,10,13,16,22,24,25,25,25,24,22,19,16,9,11,9,11,14,10,12,9,8,8,9,11,25.9131,-97.5214,"TX","Cameron",18.72466024,21.13181967,20.97716734,25.51326243,28.82862231,30.626297,30.8909258,31.69325909,29.71190908,27.20201674,23.91863631,20.18351001
3776,38064,166659,133826,31857,0,0,0,0,0,0,0,0,100,"river",0,-3,7,13,19,23,23,22,20,13,10,9,-2,-5,4,9,15,19,20,18,16,10,7,7,9,9,9,8,6,7,6,4,5,6,7,7,37.3706,-80.8633,"VA","Giles",3.469102182,2.408647863,7.635209094,12.58814591,19.72362623,23.42091057,22.96183234,24.19599862,22.07418296,15.44478413,10.8917207,9.508116415
3796,383931,395761,51817,0,25899,156624,113761,0,0,82206,108,102207,100,"river",2,-1,8,14,21,24,25,24,22,14,10,10,-1,-4,4,10,17,20,21,20,18,11,8,8,6,7,6,7,6,6,4,4,5,6,5,5,37.7089,-78.2878,"VA","Fluvanna",3.924964263,2.679846406,10.20930646,15.8269205,20.77110291,26.50316669,27.63488232,26.51648278,23.71870829,17.21372511,15.44658504,12.44616785
3797,3819901,3544513,3560340,879179,2212537,3027816,3484805,3363169,2711626,3210752,2833989,3784356,100,"river",4,0,9,16,22,26,26,25,24,15,9,12,1,-3,5,11,17,21,22,21,20,12,10,10,7,8,7,8,7,7,6,5,6,6,5,6,37.3822,-77.3833,"VA","Chesterfield",4.51860981,3.272534473,7.866414982,15.16897918,21.48115444,28.48720249,29.29665094,29.96297867,27.63703666,17.77083614,12.99883993,10.84333406
3936,766264,818967,718481,468740,105600,0,0,0,0,0,0,0,100,"river",0,-4,7,13,19,22,23,22,20,13,10,9,-2,-6,3,9,15,19,20,18,16,10,7,7,7,7,7,7,4,5,4,3,4,5,6,6,38.2056,-81.4211,"WV","Kanawha",2.283689579,1.769929853,6.267496725,11.69776448,19.00344289,22.71960445,21.71360457,23.89969515,22.22800413,15.16956461,10.62162761,8.720458061
3938,921316,845150,641008,525804,319489,0,0,0,0,0,0,0,100,"river",-2,-6,5,12,19,22,23,21,20,13,9,8,-3,-7,2,9,16,19,20,18,17,10,6,6,6,7,6,6,4,5,4,3,3,5,5,5,38.9669,-81.9231,"WV","Mason",1.816663964,1.419988853,4.919135458,11.27568592,18.47297495,22.94945931,23.1863507,25.34475254,23.30147962,16.62253359,11.65252978,8.44188239
3947,521233,575390,340289,287908,0,0,0,0,0,0,0,0,100,"river",-4,-7,3,12,20,21,23,22,20,12,10,8,-5,-9,0,7,15,18,19,17,16,9,6,6,6,7,6,6,5,5,4,3,4,5,6,6,39.8461,-80.8186,"WV","Marshall",1.190372298,0.933224111,4.003129703,10.95606032,18.30219057,20.37229172,21.41992254,23.01022711,21.1073185,13.72196228,9.064727302,7.583567312
4005,63486,61462,70859,65370,67401,68897,76336,70787,65619,67082,71585,67749,100,"river",-6,-12,2,10,17,21,22,22,21,12,6,1,-7,-12,-1,6,13,17,19,18,17,8,4,0,8,8,8,9,9,7,7,8,8,9,10,9,43.8292,-91.2597,"WI","La Crosse",1.186873556,0.550967596,3.008712091,9.796592992,15.71109289,20.29882532,22.62123637,22.02159203,19.9241716,12.42697265,7.152211525,3.587249623
4042,404291,479174,624573,320029,129368,126790,142880,208133,244150,171892,265677,236424,100,"river",-6,-11,0,7,14,18,21,20,19,12,6,3,-7,-11,-1,4,11,15,17,17,16,9,4,2,10,11,10,10,10,8,8,8,8,11,11,11,43.0303,-87.9233,"WI","Milwaukee",2.048070544,1.003979956,4.445952289,10.64293041,16.67419381,20.35014425,20.65332044,19.92332945,19.39455059,13.85231766,8.800040194,5.722272881
4054,427409,498756,325679,291169,421253,498021,525545,590872,437645,549728,526508,399744,100,"river",-7,-12,1,10,16,20,21,21,20,11,5,2,-7,-12,-1,6,13,17,18,18,17,8,3,1,8,8,8,9,8,6,5,6,6,8,9,9,42.7225,-91.0085,"WI","Grant",0.955136669,0.552839305,3.764400718,11.66539739,18.32347483,22.89844821,25.4555839,25.01828441,22.84607002,14.09299074,7.991339536,3.859078662
4078,32565,19596,30359,0,0,0,586,9226,0,0,0,0,100,"river",-9,-14,0,8,14,18,21,19,18,9,4,0,-10,-14,-3,4,11,15,17,16,15,7,2,-1,8,8,9,10,9,6,7,8,7,8,9,9,44.8606,-89.6553,"WI","Marathon",0.643729105,0.311055305,1.979802234,8.994038598,16.07052657,21.0519822,23.60060719,21.93739644,20.31906141,11.9530305,6.065044337,1.68135288
4143,708417,668705,2827,676661,767396,729917,799344,818419,796116,617006,656009,660927,100,"river",-6,-12,2,10,16,20,22,21,20,11,6,2,-7,-12,-1,6,13,17,18,18,17,8,4,1,7,7,7,8,8,6,6,6,6,7,8,8,43.5589,-91.2325,"WI","Vernon",1.285627715,0.521100739,2.17107916,10.48156735,16.86795235,22.2949889,24.46315441,23.9957277,21.82967265,13.5256063,7.328966096,3.487520236
4146,136472,191669,174990,204079,141721,89604,112818,114572,114219,15427,0,0,100,"river",-7,-12,1,10,16,20,21,21,20,11,5,2,-7,-12,-1,6,13,17,18,18,17,8,3,1,8,9,8,9,8,6,5,6,6,8,9,9,42.70826,-90.98474,"WI","Grant",0.965747967,0.559325105,3.857353349,11.67908622,18.05327238,22.87982665,25.35625577,24.84560804,22.56983873,13.830691,8.000738708,3.851201622
4271,779457,1056790,968728,846493,547508,753738,872756,825063,381155,726122,586098,727965,100,"river",-8,-13,1,9,15,20,22,20,19,11,5,0,-8,-13,-1,5,12,16,18,17,16,7,3,-1,10,10,10,11,10,8,8,8,8,10,11,10,44.303583,-91.912647,"WI","Buffalo",0.83123348,0.360558073,2.580846911,9.704681649,16.33347082,21.81852846,24.34438743,23.91782081,21.69567682,13.9932096,6.777951502,2.430609798
6034,3051710,1959475,1580089,3201376,3877087,3159953,4046366,3017790,4059043,3391286,3365301,3523049,100,"river",-6,-11,1,9,17,20,22,21,20,12,7,4,-7,-11,-2,5,13,16,18,17,16,9,5,3,9,9,9,9,8,7,6,7,6,9,9,9,42.7756,-82.495,"MI","St Clair",0.560286013,0.249551667,1.673459093,4.48137326,9.331465084,15.06107852,19.84388669,22.17852392,21.16736194,14.04398078,9.254308482,6.862516579
6055,1170707,1039126,1852118,422552,62218,1832448,1598399,1334523,1327858,1385402,1008917,1323583,100,"river",8,8,16,21,24,27,29,28,26,21,17,15,5,5,14,18,21,23,25,23,21,17,15,13,7,8,7,7,6,5,5,5,4,6,7,7,30.7261,-91.3692,"LA","Pointe Coupee",8.576307282,10.05547719,15.32950274,19.9951991,24.08137137,28.48435185,30.04572931,30.38583954,27.89438725,23.83643705,19.76522289,15.24944143
6064,759819,614320,391159,613941,740054,758818,859686,834136,467921,489257,373515,433746,100,"river",0,-3,9,15,18,25,26,25,23,15,10,5,-2,-5,5,10,15,21,23,20,19,11,7,3,9,9,9,9,9,9,8,7,9,8,10,10,39.1681,-94.6975,"KS","Wyandotte",2.600295417,2.12248979,8.16678299,14.52332234,18.32777009,23.73860614,27.04964474,25.64209479,23.45551462,16.32121813,10.55611982,5.002251395
6065,2333257,2010487,0,0,1377427,2064404,2024576,1908734,2206659,1646210,1148728,1620249,100,"river",-1,-4,11,14,18,24,26,24,23,15,9,4,-3,-5,4,10,15,21,22,20,19,11,6,3,9,10,9,10,10,9,8,7,9,8,11,10,39.4472,-94.98,"MO","Platte",2.054967878,1.903027089,7.304375965,14.37914039,18.18332943,23.13308494,26.20815337,25.71193765,23.61404303,16.11568042,9.924552896,4.649111218
6089,200463,180935,195164,192321,29703,211671,231965,222699,18075,0,62391,202228,100,"river",-7,-9,4,7,11,19,22,21,16,9,0,-5,-8,-9,1,3,7,14,16,15,11,6,-3,-6,10,9,10,11,10,8,9,8,9,9,9,8,47.6785,-104.15665,"MT","Richland",0.777256263,0.66989114,2.247270642,9.544675385,14.1097248,20.21698609,21.43680469,20.75303347,17.42477329,10.2715247,3.520327893,0.775360274
6096,2160951,1952966,2010576,1943622,1648772,1753635,1991159,2125225,2029235,2087148,1833887,2046961,100,"river",-2,-6,7,13,17,23,25,23,22,14,8,2,-4,-7,3,9,14,20,21,20,18,10,5,0,10,10,9,11,10,8,8,8,10,8,11,11,40.6214,-95.7764,"NE","Otoe",1.787070887,1.202040215,7.310690681,13.14190695,17.60387622,23.6125983,26.14946518,24.97519846,22.77753875,15.64463141,8.99008187,4.226033153
6124,0,0,165072,247589,197439,66021,146231,67847,0,0,11318,111563,100,"river",9,8,16,21,23,28,29,28,25,20,18,18,6,5,13,17,19,23,24,23,22,17,15,15,7,8,7,7,7,6,6,6,6,7,7,7,32.356287,-81.168347,"GA","Effingham",10.55967654,10.23569789,13.02272053,19.97173308,22.77835232,27.22802753,28.26159478,27.56090281,25.70444679,21.03761703,19.94073284,10.97225975
6155,3606144,2972206,1616401,3002715,3394380,3863254,3947597,3347072,3593256,3002751,3037247,2475038,100,"river",0,-3,7,15,20,25,26,24,23,15,10,7,-2,-5,4,11,16,21,22,20,18,11,7,6,8,9,7,8,7,6,6,5,5,7,7,8,38.131248,-90.263157,"MO","Jefferson",2.43721144,2.76015812,7.028581648,14.97055564,20.12570882,23.86254489,26.08512858,26.70531534,24.50244112,18.29817124,11.68383101,6.68557397
6288,151136,132389,149684,51240,147626,158230,144940,148778,250363,251118,248884,343668,100,"river",-7,-5,-1,5,11,15,16,15,8,5,-4,-6,-8,-6,-4,2,7,11,12,11,6,4,-5,-7,5,5,6,7,6,5,5,5,5,5,6,5,63.8542,-148.95,"AK","Denali",0.028485357,0.033723043,0.013539398,0.505096614,7.696855295,13.33675411,12.46606586,10.88562528,5.376932034,1.527996901,-0.010054137,0.038479249
6705,2636412,2875696,2582724,2681096,2350783,2869250,2957148,3118177,2628617,3064988,2907575,2952762,100,"river",1,-3,7,15,20,25,26,24,23,16,11,9,-1,-4,5,11,16,21,23,20,18,12,8,7,8,9,7,8,7,7,6,5,5,7,7,8,37.915,-87.3328,"IN","Warrick",3.571673396,2.920214633,5.88420904,13.59704658,19.4198546,24.99648307,24.96461299,27.70759848,25.78304989,21.08616556,14.7519503,10.36411454
7130,19739,2499,10052,277,0,4582,768,4008,5099,0,0,0,100,"river",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7343,2123315,1974950,1985231,1450667,1852443,2028870,2157177,2108807,1761716,1743124,1663836,1510059,100,"river",-4,-7,6,11,16,22,23,21,20,13,5,0,-5,-8,1,7,12,18,20,18,17,9,3,-1,10,12,11,11,11,8,8,8,10,9,11,11,42.3006,-96.3617,"IA","Woodbury",1.770597128,0.852924323,6.09178346,11.88210242,16.34992801,22.91840593,25.50041251,24.08806427,21.90563108,14.45063125,7.644436293,2.292448639
7737,10930.3,11557.9,13341.85,8487.85,11211.9,9835.35,10305.2,10479.5,7566.35,7687.75,11266.65,5790.75,5,"river",9,7,16,20,23,28,29,27,25,20,17,17,6,4,12,17,19,23,24,24,22,17,14,15,7,9,8,8,7,7,7,6,7,7,7,7,32.9,-79.9667,"SC","Charleston",11.4211841,9.798774595,13.50812612,19.67867313,23.82891431,28.62827962,29.90566108,29.40234192,27.15949288,21.81583706,19.20457147,16.49126279
7784,1531.65,2864.95,2522.15,112.15,1217.8,1257.25,2464.15,2318.25,2234,0,268,284.35,5,"river",-7,-12,-2,8,17,18,21,20,19,10,8,6,-8,-12,-3,5,13,15,17,17,16,7,5,4,11,10,10,10,9,8,7,7,7,10,10,9,42.5027,-78.0686,"NY","Allegany",0.691846161,0.501816513,1.404491278,6.557563015,14.58428084,17.14761552,19.69609792,20.69263986,19.05943105,12.1849849,8.3474682,6.430766292
8054,0,0,309319,0,0,516984,1145864,1161340,458349,0,0,0,100,"river",6,4,13,19,23,27,29,28,25,20,15,13,3,2,10,16,19,23,25,22,20,15,12,11,7,8,6,7,6,5,6,5,4,6,6,6,33.35,-91.1167,"MS","Washington",6.561639906,6.987999807,11.47409968,18.36011975,23.18530227,26.13646175,28.81593132,28.96245171,27.09604569,20.32621058,15.95297573,15.19674709
8056,692678,499609,465602,1046409,629509,787494,534731,580952,462753,684271,606645,1194964,100,"river",11,11,19,23,26,28,30,29,26,22,19,17,8,8,16,20,22,24,25,24,22,18,16,15,9,10,8,8,8,7,7,7,7,9,9,10,29.998884,-90.47684,"LA","St Charles",5.615988469,7.833927105,15.27890438,17.8052409,21.26256815,25.09049128,27.4092914,28.91817154,26.92107174,22.84034943,17.89400976,14.49018862
8226,812035.62,1350970.83,824824.44,1191655.08,1347684.03,1012715.55,1440735.12,1202470.83,773479.08,1223859.78,406907.82,424767.42,99,"river",-4,-7,2,12,19,21,23,22,21,12,10,8,-5,-9,0,7,14,17,19,17,16,9,6,6,9,9,9,9,7,7,6,6,6,8,8,8,40.5383,-79.7906,"PA","Allegheny",0.824224011,0.428587514,3.1005041,9.415586309,18.56631389,21.10042591,23.26452703,25.50498641,23.86481254,15.00974572,12.48674272,7.411702159
10464,208577,246248,246215,245085,257254,248594,282116,278266,101658,233722,249901,226479,100,"river",-9,-13,-4,7,17,18,21,21,19,9,7,4,-10,-13,-5,4,13,15,18,18,16,7,5,3,9,9,8,9,7,7,6,6,6,8,8,8,44.03647,-75.77204,"NY","Jefferson",1.291859834,1.382759792,2.491230393,2.965836843,9.443115307,12.63755045,17.03056304,19.41903194,17.90338155,11.82341426,10.04569968,6.695120053
10503,70467,57842,69389,72989,69437,83548,84870,94275,74867,79790,91594,81791,100,"river",-9,-13,-3,7,17,18,21,21,19,9,6,4,-10,-13,-4,4,13,15,18,17,15,6,4,3,6,6,7,7,6,6,5,5,4,6,5,4,43.3056,-73.591447,"NY","Washington",0.866587293,0.461008681,0.557969724,5.423270567,13.6616946,15.91214895,20.33114307,21.39437773,19.76643863,11.38036182,7.142242404,4.372446013
10567,0,0,0,0,0,0,0,0,0,0,0,0,100,"river",-5,-9,0,10,19,20,23,23,20,11,8,6,-6,-10,-2,6,14,16,19,19,17,8,5,4,8,8,8,9,8,7,6,6,6,7,7,6,41.9227,-72.6255,"CT","HARTFORD",0.513458443,0.333077621,1.079982895,4.609001602,16.78732012,19.33047964,22.94698648,23.98972143,22.0169369,13.39620495,8.485075727,4.949201926
10617,0,0,3184,0,0,0,2424,2788,2739,1723,0,0,100,"river",-9,-13,-4,7,17,18,21,21,19,9,7,4,-10,-13,-4,4,13,15,18,18,16,7,5,3,9,9,8,9,7,7,6,6,5,7,8,8,43.8861,-75.4342,"NY","Lewis",1.490353541,1.457004105,1.935494629,3.185506516,9.709950915,12.76931445,17.26663551,19.66123251,18.32139385,11.98981802,10.11620394,6.656208487
10620,1783,1700,0,1396,3246,81,12011,11310,7170,4828,57,0,100,"river",-9,-13,-4,7,17,18,21,21,19,9,7,4,-10,-13,-5,4,13,15,18,18,16,7,5,3,9,9,8,9,7,7,6,6,6,8,8,8,43.9842,-75.6225,"NY","Jefferson",1.277825473,1.363681665,2.542476846,3.03133757,9.537581389,12.80255977,17.11916517,19.47458503,17.93738083,11.86656366,10.07989078,6.678687397
10629,172593,242833,87768,255416,382419,351882,319501,298301,311046,301361,291215,212685,100,"river",1,-3,4,14,22,25,26,26,23,15,12,11,-2,-5,2,9,17,20,21,20,19,11,9,8,7,8,7,8,6,6,5,5,6,6,6,6,39.266041,-76.629653,"MD","Baltimore City",2.571317903,1.23234893,4.159112794,11.481462,19.80819454,24.12740603,25.89150489,25.61272394,23.93377379,16.17363067,12.69117866,9.612420554
10726,0,0,0,137008,328418,383658,385237,436853,347989,420276,102366,182328,100,"river",-6,-9,0,9,18,19,23,23,20,11,8,6,-7,-10,-2,5,13,16,19,19,16,8,5,4,8,8,8,8,8,7,5,5,5,6,6,6,42.1575,-72.5225,"MA","Hampden",0.460779475,0.314282281,0.913562371,3.856536815,16.66512646,19.79486109,23.55431778,24.84632556,21.30978157,12.82907338,8.198008604,4.291612385
50880,241783,180894,220886,251062,233430,222095,193872,223820,227961,239161,213183,212892,100,"river",-4,-8,0,8,17,18,23,23,20,11,8,7,-6,-9,-2,5,12,14,19,19,16,8,6,5,11,10,10,10,10,8,7,7,8,9,8,7,42.447,-70.9804,"MA","Essex",2.224630819,0.463438111,1.804625648,7.545111057,15.63581865,17.67318622,20.65029378,21.36244727,19.68998688,12.67726797,8.654656875,6.495603969
50882,339759,319942,338701,360055,344710,345885,386688,358525,351532,373883,346297,376003,100,"river",-4,-8,1,10,18,20,23,23,20,11,9,7,-6,-9,-2,6,14,16,19,18,16,8,6,5,8,8,7,8,6,6,5,5,5,6,6,6,41.277129,-73.942344,"NY","Westchester",2.349061353,0.395144218,1.775256065,7.330309103,16.26456689,21.81317485,24.54369836,26.60533192,25.98634868,19.63784822,14.08971158,9.414445533
54945,377387,344466,347424,247941,325730,294718,400461,331993,314707,232872,376207,385651,100,"river",-4,-8,0,9,18,20,24,24,21,12,9,7,-6,-9,-2,6,14,16,20,20,17,9,6,5,8,8,7,8,8,6,5,5,5,6,6,5,41.750521,-72.652982,"CT","Hartford",0.592886861,0.324762091,1.263274678,6.023384591,17.1174524,19.05991299,22.53368077,23.75576824,21.55695568,13.23563016,8.507208027,5.420559172
55088,171992,69902,80740,212294,163814,197050,164623,150088,121572,0,0,232337,100,"river",-6,-10,1,9,17,20,22,22,20,12,7,5,-7,-11,-1,6,13,16,18,17,16,9,5,3,10,9,9,9,8,8,6,7,7,10,9,9,42.3026,-83.154,"MI","Wayne",0.529925678,0.369369606,2.127376987,8.314146767,16.12223621,20.34319398,23.73165431,23.03470115,22.52773809,13.88473159,9.128211175,6.103154613
56119,37911,34463,39258,40502,12596,39383,33546,40143,39892,48904,35373,35536,100,"river",-2,-6,2,11,20,22,25,25,22,13,10,9,-4,-7,-1,7,14,17,20,19,17,9,7,7,9,8,8,9,6,7,5,6,6,7,6,6,40.4903,-74.3156,"NJ","MIDDLESEX",2.408133838,0.706441304,3.293818118,11.90296674,17.96692509,21.37754223,24.67893956,25.41045522,24.62269809,16.02885713,12.62545015,9.620695957
201,0,13612,0,0,0,0,165170,36015,0,0,12805,26299,100,"river",4,2,10,16,20,26,28,25,24,17,12,9,1,-1,8,13,17,22,24,21,19,13,8,6,6,7,5,7,6,5,5,4,4,5,6,7,35.462382,-93.804926,"AR","Franklin",5.888435818,5.787211957,9.890805216,17.63602183,20.04236434,24.90817987,27.19150014,28.18863139,25.63932991,19.14578809,14.40689103,11.14072266
384,2749848,3063854,2912798,862041,3161283,2627778,3289938,3387760,3432466,3225186,2671382,547646,100,"river",-5,-10,2,10,17,21,23,22,21,13,7,4,-6,-10,0,6,13,17,19,18,17,9,5,3,10,10,9,11,10,8,7,7,7,10,11,11,41.494636,-88.123827,"IL","Will",3.276215747,1.938134534,5.961381558,12.81554243,17.85542092,21.13910749,24.51215108,25.05682764,22.32912056,17.87240911,11.96706551,7.729793922
641,269197,206866,230398,173228,217767,187389,171353,85234,0,8071,0,0,100,"river",11,10,18,22,25,27,29,28,26,22,19,17,8,7,16,20,21,24,25,24,22,18,16,15,8,9,8,7,7,6,6,6,6,8,7,8,30.5661,-87.2244,"FL","Escambia",11.68056804,12.20422808,17.160421,21.67523159,24.3281967,27.77277072,29.46517514,30.5487446,28.30148095,23.33477524,18.86904153,16.91564078
990,394867,429592,462195,470198,533947,578403,340105,279396,132757,0,0,250138,100,"river",-3,-6,4,13,19,23,24,23,21,14,9,6,-5,-7,2,9,15,19,20,18,17,10,6,5,9,10,9,10,9,8,7,6,7,9,9,10,39.711319,-86.196867,"IN","Marion",2.891315315,2.534073555,5.759177397,13.74784496,19.69390865,21.73632404,23.8403698,24.48707914,22.87059756,17.60963375,12.84545279,8.854262591
991,259882,371813,95568,135891,100220,132652,152105,60049,138949,85672,55331,26237,100,"river",-3,-6,4,13,19,23,24,22,21,14,9,6,-4,-7,2,9,15,19,20,19,17,10,6,5,9,9,8,9,8,7,6,5,6,8,8,9,39.48517,-86.4183,"IN","Morgan",2.841873978,2.65654575,5.968946918,13.34920177,19.97692471,22.26016178,22.25298056,23.40825478,22.94481182,16.1586051,11.67669799,8.809368831
1043,232417,266937,77911,0,0,0,0,0,0,0,0,0,100,"river",-1,-5,6,14,20,24,25,23,21,15,10,7,-2,-6,3,10,16,20,22,19,17,11,7,6,8,9,8,9,8,7,6,5,5,8,8,9,38.5201,-87.2662,"IN","Pike",3.694066034,2.759143601,6.301582051,14.51741358,19.9385042,24.71568102,25.25323369,26.0762864,25.26608881,17.59672456,11.94878821,8.849552848
1378,5023502,6829312,3965609,4130210,6836612,6631477,7589314,7590084,5917615,5875283,2801938,4380893,100,"river",1,-2,8,16,20,25,27,24,22,16,12,10,-1,-4,6,12,17,21,23,20,18,12,9,8,7,9,7,8,7,6,6,4,4,6,7,8,37.2608,-86.9783,"KY","Muhlenberg",5.059519496,4.199002178,7.864555623,13.96183192,18.82495897,24.20861288,22.60202944,25.85081102,25.34353567,19.73365359,15.26610432,11.68865015
1384,0,0,125758,0,232908,366628,543060,46532,0,0,247325,295165,100,"river",1,-2,8,15,21,24,25,23,22,15,11,10,-1,-4,5,11,16,20,22,19,18,12,8,8,6,7,6,6,4,5,4,3,3,5,5,6,36.9981,-84.5919,"KY","Pulaski",5.038682709,3.848129587,7.723635838,13.02078173,17.66437848,14.68990704,18.9189524,20.10737404,20.68810009,20.45938369,17.05590561,12.21247258
1400,88206,56365,95627,99304,85241,57692,2320,0,148,413,0,197137,100,"river",10,11,19,23,25,28,30,29,26,22,19,16,8,8,16,20,22,24,25,24,23,18,16,15,8,9,7,7,7,5,5,5,5,7,7,8,29.822222,-91.5425,"LA","St Mary",8.9032745,13.25942363,16.62208305,23.83053867,28.23736533,30.51290229,29.86422942,29.3977948,27.98085955,23.62280756,19.57172868,16.68313302
1831,243282,328974,294767,161079,209209,350642,419415,440253,395912,247456,209364,113946,100,"river",-6,-11,0,9,16,19,21,21,19,11,7,4,-7,-12,-2,5,13,16,18,17,16,8,4,3,10,9,9,10,9,7,6,7,6,10,10,10,42.71839,-84.55808,"MI","Ingham",0.310793506,0.247080748,2.408740216,10.51635405,18.25267411,19.96644548,21.65833353,22.4582442,20.26839897,12.26927783,7.879931499,4.858694116
1943,311740,240100,388094,146525,2717,0,220811,124553,21727,0,124722,131331,100,"river",-9,-14,1,8,13,19,22,20,18,10,3,-5,-10,-14,-2,4,9,16,18,17,14,7,1,-5,11,11,11,12,11,8,9,9,10,11,11,10,46.290641,-96.043252,"MN","Otter Tail",0.579155999,0.368806788,1.615234389,8.530806447,14.81078758,20.9962553,25.18498339,24.2008812,22.64801589,12.16030601,5.044650196,0.705721246
2682,17263,30971,0,0,0,0,15986,4507,261,0,5932,5207,100,"river",-6,-11,-1,8,17,19,21,21,20,11,8,6,-7,-12,-3,5,13,16,18,17,16,8,6,5,11,9,9,9,8,7,6,7,7,10,10,10,42.0933,-79.2478,"NY","Chautauqua",0.586108608,0.615635258,1.533202673,6.403327872,14.72054502,17.26161189,19.93518974,21.34644731,20.038951,13.44307725,8.895271534,6.324383848
